Ship_Type,DWT,Engine_Power_kW,Design_Speed,Avg_Speed_Knots,Distance_NM,Draft_Percentage,Wind_Beaufort,Wave_Height_m,Current_Speed_Knots,Current_Direction,Season,Fuel_Consumption_Tons
Bulker,59579,9110,14.5,13.4,2496,82.3,6,5.93,0.65,Beam,Southwest Monsoon,281.68
Tanker,149966,27179,16.2,13.3,1575,97.6,2,0.58,0.92,Head,Inter-Monsoon,317.19
Container,89862,36661,19.2,15.9,1261,53.7,1,1.63,0.29,Head,Inter-Monsoon,203.69
Bulker,31311,4343,15.4,9.6,3306,92.8,8,4.59,2.41,Beam,Southwest Monsoon,91.88
Container,129827,51703,22.7,16.1,1878,74.1,5,4.42,1.92,Head,Southwest Monsoon,415.54
Tanker,168795,31345,13.2,12.2,1324,91.2,7,5.24,0.78,Following,Southwest Monsoon,635.9
Tanker,260624,47440,14.5,10.1,1301,92.1,2,1.5,0.44,Following,Inter-Monsoon,370.67
Container,130027,51535,20.3,18.6,2651,74.5,3,1.07,0.2,Head,Inter-Monsoon,875.26
Container,53825,20948,21.5,19.1,3726,54.1,3,0.94,0.49,Beam,Inter-Monsoon,330.44
Tanker,217586,39048,13.2,11.5,731,90.8,4,5.37,1.68,Beam,Southwest Monsoon,340.21
Tanker,161005,28676,14.3,10.3,1049,98.3,2,1.85,0.48,Head,Inter-Monsoon,207.34
Container,140514,55517,19.9,13.4,1430,77.8,4,5.84,1.4,Following,Southwest Monsoon,349.15
Bulker,170238,26436,15.4,10.0,774,85.9,8,2.55,0.58,Beam,Southwest Monsoon,116.65
Tanker,87346,15525,13.3,12.6,4349,72.8,5,3.1,1.14,Following,Northeast Monsoon,758.15
Bulker,186094,27727,15.4,13.4,1829,97.2,5,3.19,1.89,Beam,Southwest Monsoon,535.57
Container,110418,43260,19.6,18.4,3246,60.2,3,3.62,1.37,Following,Northeast Monsoon,913.84
Bulker,114497,16187,15.4,11.7,2591,98.1,3,1.78,0.61,Following,Inter-Monsoon,308.44
Bulker,156643,22907,12.7,8.8,3502,99.4,7,4.67,0.64,Beam,Southwest Monsoon,706.46
Bulker,142802,20917,12.5,11.8,4766,97.0,5,4.2,1.75,Following,Southwest Monsoon,1418.28
Bulker,115790,17080,14.7,12.1,2259,94.0,4,3.9,1.67,Head,Southwest Monsoon,401.81
Tanker,170722,30290,15.9,11.4,1945,68.1,5,4.12,1.0,Head,Southwest Monsoon,364.0
Tanker,90796,16082,14.6,11.3,723,56.4,5,5.9,0.88,Head,Southwest Monsoon,79.62
Tanker,208848,37108,16.9,13.5,3335,92.0,1,0.84,0.8,Following,Inter-Monsoon,821.11
Container,116846,46627,18.3,11.6,3260,65.7,3,0.87,0.94,Head,Inter-Monsoon,500.53
Tanker,160767,28459,15.0,9.4,3173,66.0,4,4.59,2.49,Following,Southwest Monsoon,376.82
Tanker,287453,51808,15.7,11.6,1579,67.4,3,0.63,0.59,Beam,Inter-Monsoon,409.21
Container,99081,38939,18.1,15.6,3750,73.3,5,2.6,0.93,Following,Northeast Monsoon,1010.3
Tanker,191427,34232,14.5,9.0,4087,69.8,5,2.8,1.33,Beam,Northeast Monsoon,606.48
Tanker,271517,48939,15.4,13.2,4593,82.0,7,5.67,0.72,Following,Southwest Monsoon,2306.36
Tanker,209960,37175,15.6,14.4,608,52.7,6,3.19,0.76,Following,Northeast Monsoon,186.35
Container,75324,30098,23.5,21.9,4117,52.7,4,3.21,0.58,Beam,Northeast Monsoon,652.23
Bulker,146526,21917,12.8,9.2,1648,62.5,6,3.52,1.24,Beam,Southwest Monsoon,226.59
Container,35183,13531,18.9,15.6,4730,83.9,8,5.0,1.54,Following,Southwest Monsoon,515.31
Container,124729,49671,20.6,14.4,1890,70.4,4,2.65,0.51,Following,Southwest Monsoon,360.37
Tanker,224362,40150,13.3,9.6,4551,67.3,5,3.1,1.33,Head,Northeast Monsoon,1179.92
Bulker,86365,13867,12.8,8.6,2393,55.0,6,2.79,1.06,Following,Southwest Monsoon,171.32
Tanker,64945,12423,16.1,11.5,1624,62.0,5,3.63,0.63,Following,Southwest Monsoon,101.07
Bulker,156334,23721,14.1,13.4,2722,58.5,5,5.16,2.06,Beam,Southwest Monsoon,653.04
Tanker,136913,25021,14.7,12.8,2978,89.6,1,0.82,0.33,Beam,Inter-Monsoon,662.59
Bulker,184824,28124,15.5,10.5,844,86.6,4,6.0,0.84,Beam,Southwest Monsoon,136.77
Container,33318,12721,23.0,18.6,2078,62.4,7,2.78,0.85,Beam,Southwest Monsoon,124.43
Container,93827,37706,18.9,13.7,610,68.6,5,4.94,1.3,Beam,Southwest Monsoon,105.41
Tanker,250515,45915,14.8,12.8,4978,90.1,6,2.64,0.94,Beam,Northeast Monsoon,2213.82
Tanker,251872,44497,16.6,12.6,607,74.7,2,1.56,0.24,Following,Inter-Monsoon,147.31
Bulker,114862,16723,15.1,11.7,4465,58.8,4,2.86,0.62,Following,Northeast Monsoon,451.8
Bulker,157963,24753,13.7,12.4,1712,88.6,4,5.42,1.54,Following,Southwest Monsoon,518.41
Tanker,200654,35258,13.6,11.6,3427,86.5,3,0.62,0.68,Head,Inter-Monsoon,1215.1
Bulker,129327,19886,12.9,9.7,4826,90.7,4,3.35,1.18,Head,Northeast Monsoon,838.65
Bulker,121268,18720,15.4,9.9,2093,51.4,6,2.75,0.8,Head,Southwest Monsoon,144.49
Bulker,53049,8001,12.4,9.9,4183,78.7,1,1.76,0.69,Following,Inter-Monsoon,272.28
Container,96839,38223,18.4,16.8,4238,80.9,2,1.48,0.34,Head,Inter-Monsoon,1127.1
Tanker,166099,29365,15.3,10.5,961,84.4,3,1.61,0.89,Beam,Inter-Monsoon,158.59
Bulker,166166,24357,15.3,9.2,826,86.1,3,1.72,1.36,Following,Northeast Monsoon,83.28
Container,123251,48792,20.3,15.6,3988,92.1,1,1.42,0.74,Beam,Inter-Monsoon,1087.88
Container,114102,45037,21.5,16.3,4589,82.6,5,3.12,1.24,Head,Southwest Monsoon,1112.41
Bulker,56484,8467,15.5,10.3,1388,71.5,8,3.86,0.95,Beam,Southwest Monsoon,64.7
Tanker,116525,20988,14.2,10.8,1516,90.9,3,1.13,0.37,Beam,Inter-Monsoon,215.87
Tanker,111823,20202,14.2,10.3,1911,59.8,2,1.98,0.63,Following,Inter-Monsoon,192.01
Bulker,90040,14717,13.9,8.3,3229,76.7,1,1.39,0.81,Following,Inter-Monsoon,199.58
Bulker,141967,21666,15.8,10.4,1477,57.4,1,1.68,0.48,Beam,Inter-Monsoon,122.35
Bulker,137068,20683,12.3,9.3,613,52.3,3,0.99,0.79,Head,Inter-Monsoon,75.07
Container,46324,17814,19.9,17.1,1443,76.5,8,5.5,1.11,Head,Southwest Monsoon,190.89
Bulker,163491,24276,14.0,10.1,3643,63.5,3,1.88,0.31,Following,Inter-Monsoon,463.06
Tanker,172852,30161,14.5,9.3,1296,64.8,2,1.11,0.32,Head,Inter-Monsoon,163.95
Bulker,92374,13491,12.8,11.0,4968,75.2,3,3.64,1.07,Beam,Northeast Monsoon,696.66
Bulker,60002,8436,12.2,8.1,2678,97.2,5,2.29,1.36,Beam,Northeast Monsoon,172.78
Bulker,99065,14552,15.7,14.9,4078,55.6,3,1.56,0.52,Beam,Inter-Monsoon,444.9
Tanker,218117,38869,14.4,12.8,2914,95.0,3,1.02,0.87,Beam,Inter-Monsoon,1180.83
Bulker,66092,10185,13.4,8.6,2991,87.1,3,1.18,0.72,Following,Inter-Monsoon,165.04
Container,134018,53334,18.1,13.4,3867,81.0,7,5.01,2.14,Beam,Southwest Monsoon,1342.63
Bulker,75618,11556,15.4,10.2,2725,58.8,2,0.96,0.47,Head,Inter-Monsoon,129.48
Bulker,76965,11743,13.1,10.5,1806,57.6,7,5.36,1.82,Beam,Southwest Monsoon,170.48
Container,77988,31111,19.8,14.3,4955,68.3,2,1.92,0.16,Head,Inter-Monsoon,606.19
Container,138901,55489,22.4,19.2,1302,53.3,1,1.98,0.55,Following,Inter-Monsoon,320.81
Tanker,53642,10441,15.6,11.1,3538,94.1,4,4.42,1.58,Beam,Southwest Monsoon,256.54
Container,129885,51644,22.5,16.1,4630,56.5,3,3.06,1.28,Beam,Northeast Monsoon,811.01
Container,77090,31073,19.6,17.6,3038,92.0,3,0.89,0.36,Following,Inter-Monsoon,706.58
Bulker,104593,15811,14.8,12.4,1865,62.0,5,5.55,2.28,Following,Southwest Monsoon,214.76
Tanker,170539,29486,15.7,12.9,4108,64.0,3,0.71,0.24,Following,Inter-Monsoon,712.19
Container,105301,41550,21.1,18.5,3561,69.8,5,3.88,1.43,Head,Southwest Monsoon,1050.3
Tanker,142533,25976,15.4,11.8,2356,76.5,4,3.93,0.69,Following,Northeast Monsoon,427.86
Bulker,57648,8599,15.0,9.9,3444,72.7,3,0.67,0.38,Beam,Inter-Monsoon,124.26
Container,69259,28354,18.1,13.0,1302,87.3,3,3.31,1.42,Following,Northeast Monsoon,190.58
Container,80440,31749,19.3,15.0,2387,54.7,2,1.38,0.45,Head,Inter-Monsoon,308.75
Tanker,280545,51340,15.6,10.7,4744,88.0,1,0.86,0.55,Following,Inter-Monsoon,1209.12
Container,118414,47640,23.4,19.8,3011,77.5,6,4.53,1.27,Following,Southwest Monsoon,812.04
Bulker,166784,25135,12.9,10.6,3336,63.6,5,5.97,1.62,Beam,Southwest Monsoon,767.24
Container,148674,59447,19.3,17.3,4996,58.3,3,1.27,0.94,Beam,Inter-Monsoon,1583.37
Container,108681,43388,20.4,18.1,2170,91.8,3,3.9,1.46,Following,Northeast Monsoon,744.82
Container,138847,56339,22.2,18.3,3972,89.8,3,0.88,0.74,Following,Inter-Monsoon,1108.62
Container,121510,47999,22.9,20.8,551,81.7,5,1.58,1.07,Following,Northeast Monsoon,166.24
Container,142448,56620,23.4,21.4,579,75.9,3,1.95,0.34,Following,Inter-Monsoon,196.15
Bulker,117728,17182,16.0,14.2,4177,58.3,3,1.67,0.17,Following,Inter-Monsoon,493.18
Tanker,220312,40156,14.9,12.5,2348,99.5,8,2.78,1.1,Head,Southwest Monsoon,1069.64
Bulker,147610,22311,14.6,9.0,2505,58.1,3,0.97,0.23,Following,Inter-Monsoon,195.03
Bulker,180227,27284,14.8,11.6,2699,61.2,1,0.77,0.38,Beam,Inter-Monsoon,432.22
Tanker,224766,41319,15.8,14.0,2054,67.7,2,0.97,0.78,Beam,Inter-Monsoon,592.66
Container,121901,48378,19.4,17.2,3986,89.8,4,1.77,1.27,Beam,Northeast Monsoon,1445.77
Tanker,104401,19802,15.6,10.3,3198,81.0,8,2.72,1.89,Head,Southwest Monsoon,378.37
Tanker,159803,29457,13.2,8.2,990,69.1,1,1.96,0.78,Beam,Inter-Monsoon,128.93
Tanker,195231,34350,13.6,12.7,2578,92.2,6,3.2,0.93,Head,Northeast Monsoon,1201.39
Bulker,159744,23829,12.5,11.6,4435,74.1,2,1.27,0.38,Following,Inter-Monsoon,1093.88
Container,141051,56058,22.0,14.4,1714,83.7,4,3.84,1.42,Beam,Northeast Monsoon,374.15
Tanker,162502,28884,13.7,9.3,767,64.1,6,3.27,1.06,Following,Northeast Monsoon,115.75
Tanker,137585,24474,13.3,9.7,2614,79.0,6,3.75,0.77,Following,Northeast Monsoon,491.74
Container,81409,31195,19.4,13.0,4251,79.8,2,0.93,0.31,Beam,Inter-Monsoon,500.63
Tanker,195568,34945,16.7,10.1,3719,56.6,1,0.68,0.37,Head,Inter-Monsoon,364.89
Bulker,147923,22784,13.4,9.4,2093,69.1,1,1.0,0.95,Head,Inter-Monsoon,265.02
Tanker,257339,45928,14.5,10.3,1913,51.3,2,0.76,0.63,Beam,Inter-Monsoon,377.27
Tanker,232121,41779,14.1,11.9,2321,93.9,2,1.61,0.56,Beam,Inter-Monsoon,943.7
Container,131079,52791,18.9,14.6,2538,50.1,7,2.93,0.84,Head,Southwest Monsoon,569.23
Container,90250,35429,18.1,11.7,2466,95.5,1,1.21,0.62,Beam,Inter-Monsoon,369.61
Tanker,60567,10849,13.3,8.2,2758,65.5,2,1.56,0.67,Head,Inter-Monsoon,134.98
Container,132448,52515,23.3,15.7,2430,98.5,3,3.98,0.55,Following,Northeast Monsoon,514.38
Container,94603,38730,22.4,20.2,1535,76.5,2,0.71,0.35,Following,Inter-Monsoon,340.01
Tanker,57695,10390,13.2,12.0,2919,77.6,5,1.67,0.95,Following,Northeast Monsoon,345.22
Tanker,66782,12820,14.9,10.1,1790,73.0,2,0.62,0.5,Following,Inter-Monsoon,103.05
Bulker,71761,10597,13.0,11.4,1347,59.4,4,3.37,0.83,Head,Northeast Monsoon,125.22
Bulker,116837,16728,14.9,11.4,2414,52.0,2,1.91,0.51,Following,Inter-Monsoon,203.88
Tanker,95727,17033,14.0,10.7,2494,71.3,6,4.69,2.19,Head,Southwest Monsoon,343.15
Tanker,238981,43248,16.9,15.3,1920,83.6,5,5.52,1.32,Following,Southwest Monsoon,819.08
Bulker,95549,15400,13.7,11.3,3806,84.6,6,5.15,0.54,Head,Southwest Monsoon,590.91
Tanker,123286,22616,15.3,12.9,3806,94.9,1,1.42,0.48,Head,Inter-Monsoon,765.49
Container,126412,50822,19.1,16.2,1311,95.6,4,3.38,1.09,Following,Northeast Monsoon,501.79
Tanker,131589,24550,14.5,13.3,2232,85.4,6,1.98,0.67,Beam,Northeast Monsoon,604.79
Bulker,172165,25667,14.2,11.4,3534,91.4,3,3.91,0.91,Following,Northeast Monsoon,830.24
Bulker,135582,19868,13.1,10.6,1298,70.3,2,1.94,0.66,Head,Inter-Monsoon,210.29
Container,142803,57074,19.8,18.6,3268,95.5,1,0.56,0.18,Head,Inter-Monsoon,1405.73
Bulker,75228,12802,14.4,13.1,2064,86.7,7,3.92,2.15,Following,Southwest Monsoon,317.98
Bulker,90441,13434,12.9,10.0,1281,74.6,1,1.02,0.59,Following,Inter-Monsoon,131.36
Bulker,47365,7088,13.8,9.0,1044,52.1,5,2.97,0.7,Head,Northeast Monsoon,33.5
Bulker,39372,6041,13.0,12.1,3004,79.2,1,0.56,0.17,Following,Inter-Monsoon,194.36
Container,88593,36125,23.0,16.1,898,75.7,6,5.69,1.78,Head,Southwest Monsoon,139.38
Bulker,38815,5385,13.6,12.8,3400,55.6,3,2.7,0.58,Following,Northeast Monsoon,155.14
Bulker,54267,8159,14.2,13.3,4992,57.6,3,0.52,0.11,Beam,Inter-Monsoon,320.93
Bulker,161568,24161,12.4,10.7,4104,56.0,4,5.39,1.92,Beam,Southwest Monsoon,1020.42
Tanker,156136,28184,15.3,12.4,537,53.3,6,3.06,1.01,Beam,Northeast Monsoon,100.62
Bulker,125715,18856,13.6,8.8,786,51.5,5,3.5,0.93,Following,Northeast Monsoon,61.4
Container,73873,29050,18.8,13.5,4994,56.7,1,1.32,0.44,Head,Inter-Monsoon,528.87
Bulker,49557,7079,14.2,13.3,2224,98.2,1,1.01,0.51,Following,Inter-Monsoon,184.07
Container,86072,34780,20.1,16.3,2633,97.1,3,3.94,0.87,Beam,Northeast Monsoon,619.12
Container,113315,45334,20.6,16.1,3070,91.3,3,1.7,1.38,Head,Northeast Monsoon,844.14
Bulker,143931,20618,14.8,11.7,1811,82.3,4,2.9,2.09,Head,Southwest Monsoon,332.21
Bulker,189551,28075,14.5,12.0,2880,83.7,3,1.39,0.38,Beam,Inter-Monsoon,681.81
Container,91608,37477,20.6,16.3,3511,72.6,7,2.8,0.89,Following,Southwest Monsoon,721.32
Bulker,186241,27932,14.1,9.8,4353,56.2,3,0.65,0.79,Head,Inter-Monsoon,514.88
Tanker,227620,40843,16.8,11.0,857,75.9,7,5.44,1.52,Following,Southwest Monsoon,177.99
Container,68381,27613,19.1,14.5,2480,60.5,5,3.56,1.08,Head,Northeast Monsoon,343.77
Bulker,56665,8185,13.0,12.0,4354,89.3,3,1.99,0.91,Head,Northeast Monsoon,449.01
Container,33937,13349,22.1,15.5,4586,82.5,1,1.84,0.28,Head,Inter-Monsoon,241.5
Tanker,101377,17278,14.5,13.0,1344,58.7,4,3.15,1.27,Following,Northeast Monsoon,197.12
Container,36704,14057,22.6,18.1,2564,63.3,4,3.78,1.46,Following,Northeast Monsoon,145.87
Tanker,161149,28017,16.2,13.2,704,64.4,1,0.75,0.59,Head,Inter-Monsoon,114.29
Tanker,164315,29703,15.6,11.6,2874,90.2,8,5.42,0.74,Beam,Southwest Monsoon,725.87
Bulker,113880,16600,13.3,9.6,4880,87.4,2,0.99,0.15,Head,Inter-Monsoon,542.52
Bulker,76175,12133,14.1,11.0,1092,50.7,8,3.49,1.54,Head,Southwest Monsoon,90.6
Tanker,171924,31758,16.2,13.9,546,83.9,3,1.18,0.64,Beam,Inter-Monsoon,137.1
Bulker,121795,18336,13.5,8.3,559,90.0,7,4.98,0.84,Beam,Southwest Monsoon,64.17
Container,121610,49616,18.9,15.5,721,77.5,8,3.58,1.12,Head,Southwest Monsoon,241.08
Bulker,101333,14991,14.5,9.6,2972,63.2,8,5.31,1.14,Beam,Southwest Monsoon,232.65
Bulker,97652,14318,14.1,11.0,3106,54.7,6,4.95,1.03,Head,Southwest Monsoon,305.28
Bulker,144674,22085,15.3,10.8,4367,53.1,7,4.53,0.51,Beam,Southwest Monsoon,496.34
Bulker,76874,11697,14.1,10.9,1699,74.8,6,5.09,1.59,Beam,Southwest Monsoon,155.03
Container,149865,59581,20.0,13.6,769,85.2,5,3.73,0.52,Following,Northeast Monsoon,216.46
Tanker,268379,48395,16.5,14.4,2987,58.6,6,2.69,0.85,Following,Northeast Monsoon,977.91
Tanker,152827,27379,13.7,9.5,4496,76.3,1,1.14,0.81,Beam,Inter-Monsoon,673.21
Bulker,185307,26502,13.2,9.7,4195,97.9,1,1.74,0.57,Beam,Inter-Monsoon,916.21
Bulker,83248,12740,14.3,11.0,3925,63.1,3,0.7,0.15,Following,Inter-Monsoon,297.41
Container,100578,39258,18.5,13.8,578,80.4,5,4.91,1.13,Head,Southwest Monsoon,126.72
Bulker,183395,28074,14.1,9.1,3322,64.3,3,1.28,0.85,Following,Inter-Monsoon,372.51
Tanker,157564,28584,14.1,11.5,3864,93.0,3,0.7,0.31,Beam,Inter-Monsoon,902.97
Bulker,175464,26680,13.3,8.8,1101,85.4,4,3.45,0.79,Head,Northeast Monsoon,189.3
Tanker,227006,40455,16.1,13.8,1555,50.9,3,2.04,0.56,Head,Northeast Monsoon,359.67
Bulker,67449,10422,12.6,9.2,4394,93.2,6,2.94,2.4,Following,Southwest Monsoon,376.07
Container,70829,28062,22.8,20.2,3021,57.9,1,1.15,0.23,Following,Inter-Monsoon,373.47
Bulker,143036,22195,12.9,10.9,3050,65.2,8,5.92,2.47,Following,Southwest Monsoon,696.94
Container,140438,56352,19.9,16.6,2362,76.5,4,5.44,1.6,Beam,Southwest Monsoon,888.55
Container,92228,37312,20.5,14.0,2141,70.3,6,1.56,1.34,Following,Northeast Monsoon,295.12
Tanker,55334,9714,15.3,14.3,3612,75.7,4,1.57,1.49,Following,Northeast Monsoon,317.86
Bulker,178413,26486,15.5,13.2,2472,94.3,2,1.0,0.14,Beam,Inter-Monsoon,528.57
Container,21938,8706,20.2,15.7,3016,86.4,5,3.78,2.1,Head,Southwest Monsoon,166.61
Container,116965,46915,20.4,18.9,649,92.6,5,2.76,1.46,Head,Northeast Monsoon,283.71
Tanker,287379,51215,14.8,11.8,3003,75.0,3,1.86,0.46,Beam,Inter-Monsoon,1068.83
Bulker,31565,4848,12.7,11.5,1532,94.5,5,1.98,0.95,Following,Northeast Monsoon,87.68
Bulker,101228,14660,12.7,10.6,1161,77.3,5,4.02,1.03,Beam,Southwest Monsoon,173.55
Bulker,137502,20353,14.9,11.1,541,88.5,1,0.71,0.67,Head,Inter-Monsoon,69.98
Bulker,61955,9317,14.8,13.4,2347,68.5,8,3.19,1.15,Head,Southwest Monsoon,234.54
Container,126801,50288,20.2,15.3,3082,95.3,5,3.92,0.84,Following,Northeast Monsoon,976.96
Tanker,272479,48029,15.9,14.2,4789,63.5,4,3.89,0.57,Beam,Northeast Monsoon,1938.11
Container,36915,14209,21.2,16.6,1219,67.5,4,2.93,2.18,Following,Southwest Monsoon,77.01
Tanker,83995,14590,16.3,13.9,924,93.8,4,5.93,0.67,Beam,Southwest Monsoon,140.31
Container,36608,14226,19.4,11.7,3110,71.1,1,0.56,0.66,Head,Inter-Monsoon,123.48
Tanker,121236,21680,15.9,14.2,3597,95.0,2,1.56,0.47,Following,Inter-Monsoon,727.77
Container,55525,22818,22.3,20.8,3335,79.6,1,0.69,0.91,Head,Inter-Monsoon,480.96
Bulker,162531,24109,13.8,11.1,2708,97.0,1,1.71,0.79,Head,Inter-Monsoon,574.05
Tanker,191521,34899,16.2,13.1,2615,92.0,5,3.56,1.96,Head,Southwest Monsoon,833.17
Bulker,194427,29180,12.8,12.0,1917,72.7,1,0.52,0.1,Head,Inter-Monsoon,571.84
Container,118707,48072,23.0,20.8,3140,95.4,4,5.63,0.73,Beam,Southwest Monsoon,1202.49
Tanker,249104,45076,16.7,10.4,952,75.9,4,5.52,1.58,Following,Southwest Monsoon,179.18
Container,93887,36887,22.4,14.3,1441,56.5,5,5.39,0.61,Following,Southwest Monsoon,146.68
Bulker,33323,5252,13.2,9.3,3030,84.7,1,1.16,0.66,Following,Inter-Monsoon,102.89
Container,51286,20705,20.9,18.3,2977,51.6,1,1.9,0.68,Following,Inter-Monsoon,282.38
Tanker,70779,13295,15.3,9.2,1836,98.1,4,5.49,1.92,Beam,Southwest Monsoon,130.44
Container,123184,48934,21.2,17.5,578,54.7,3,1.37,0.14,Head,Inter-Monsoon,118.28
Tanker,162436,29751,13.9,11.9,2258,57.8,5,4.5,1.24,Following,Southwest Monsoon,542.08
Bulker,170483,26181,15.1,12.2,1517,94.8,6,3.7,1.3,Beam,Southwest Monsoon,374.8
Bulker,132703,19850,13.8,12.9,891,72.9,6,2.85,0.7,Following,Southwest Monsoon,192.69
Tanker,106093,18703,13.3,10.1,4372,80.9,2,0.93,0.18,Following,Inter-Monsoon,599.65
Tanker,201865,36908,13.4,8.8,2473,86.6,2,1.75,0.34,Beam,Inter-Monsoon,545.85
Container,108567,42414,21.4,14.1,4632,80.7,7,4.18,1.76,Following,Southwest Monsoon,821.87
Bulker,116504,17655,12.8,8.8,788,64.4,4,3.59,1.35,Following,Northeast Monsoon,78.89
Tanker,296529,52663,15.0,9.3,4970,68.9,4,6.0,2.29,Following,Southwest Monsoon,1201.92
Container,149308,60327,21.7,16.4,3550,80.4,1,1.65,0.45,Beam,Inter-Monsoon,883.36
Container,107113,43478,20.4,15.9,3944,98.0,8,3.03,1.53,Head,Southwest Monsoon,1271.02
Tanker,160277,28489,14.2,9.0,553,68.5,6,2.9,1.09,Following,Northeast Monsoon,78.4
Container,77375,30074,23.6,16.6,3311,65.3,6,5.22,0.53,Head,Southwest Monsoon,370.89
Tanker,283973,51574,16.1,11.0,3398,52.7,3,0.96,0.83,Head,Inter-Monsoon,632.93
Container,22141,8886,19.5,17.1,4839,63.2,7,4.76,1.38,Beam,Southwest Monsoon,299.41
Container,129953,51631,20.1,16.7,3026,90.4,7,3.35,2.18,Head,Southwest Monsoon,1258.99
Container,61831,24378,20.1,15.9,2791,99.8,6,1.7,1.04,Beam,Northeast Monsoon,433.38
Tanker,140803,25314,15.8,11.2,1549,80.7,3,2.41,1.0,Beam,Northeast Monsoon,220.48
Tanker,145826,27074,15.0,9.5,1898,62.0,4,2.9,1.67,Following,Southwest Monsoon,214.26
Tanker,203548,36725,16.9,15.3,998,55.3,8,5.37,0.51,Following,Southwest Monsoon,282.43
Container,60998,23979,22.6,19.8,2931,95.4,1,0.97,0.12,Head,Inter-Monsoon,459.48
Tanker,220050,39676,16.9,13.3,3698,59.0,1,1.89,0.1,Beam,Inter-Monsoon,774.79
Tanker,115562,21509,13.3,10.4,2662,88.3,4,3.68,2.48,Following,Southwest Monsoon,482.13
Tanker,99657,18340,13.2,10.1,4919,86.6,3,3.51,1.02,Head,Northeast Monsoon,747.14
Tanker,126583,22382,13.2,8.4,4358,89.0,2,1.84,0.94,Beam,Inter-Monsoon,564.48
Tanker,51504,8647,15.2,10.9,3511,50.3,6,3.56,2.24,Head,Southwest Monsoon,152.95
Tanker,145463,26112,14.1,13.3,4924,97.9,6,2.31,0.81,Head,Northeast Monsoon,1668.35
Container,88387,35427,18.9,14.9,1861,60.5,5,4.85,0.68,Beam,Southwest Monsoon,341.7
Tanker,118110,20960,15.9,14.4,1022,63.8,4,3.43,0.92,Head,Southwest Monsoon,179.8
Container,101694,40408,21.8,13.2,1051,61.4,5,5.0,1.76,Beam,Southwest Monsoon,119.73
Tanker,189528,34333,13.6,10.6,4231,99.0,6,2.62,0.85,Following,Northeast Monsoon,1445.3
Bulker,186645,27758,12.7,11.9,4488,87.4,4,4.96,2.1,Head,Southwest Monsoon,1799.55
Container,45127,17497,21.5,15.7,3505,52.7,3,1.61,1.46,Following,Northeast Monsoon,185.93
Container,106657,42409,23.4,15.2,1215,93.8,4,2.62,1.36,Following,Northeast Monsoon,187.59
Container,111505,45086,20.7,13.0,4301,51.5,3,0.95,0.99,Beam,Inter-Monsoon,440.17
Container,36202,14720,22.7,19.1,2886,73.0,6,5.1,1.39,Beam,Southwest Monsoon,245.44
Container,113474,46539,21.7,18.4,4843,88.8,2,0.72,0.24,Following,Inter-Monsoon,1291.75
Container,138392,56184,18.2,11.9,1635,59.5,3,1.92,1.46,Beam,Northeast Monsoon,294.03
Tanker,264384,47863,14.9,9.4,4028,98.5,3,1.75,0.26,Following,Inter-Monsoon,1015.97
Tanker,92898,16410,13.3,12.2,2046,82.0,3,1.67,0.6,Head,Inter-Monsoon,338.71
Container,26641,10458,23.9,20.7,649,91.4,6,1.93,0.52,Beam,Northeast Monsoon,43.43
Container,140353,56971,21.7,20.6,556,60.2,4,5.59,1.93,Head,Southwest Monsoon,221.18
Tanker,251926,45851,13.6,8.7,4436,75.6,5,1.97,0.6,Following,Northeast Monsoon,987.3
Tanker,190153,33666,16.6,15.5,1252,94.4,7,3.24,1.98,Following,Southwest Monsoon,491.65
Tanker,185701,32655,14.9,13.9,857,51.4,4,2.52,0.93,Following,Northeast Monsoon,204.32
Bulker,73540,11337,13.0,10.3,1489,82.8,7,3.1,2.12,Head,Southwest Monsoon,174.86
Bulker,172715,25772,12.7,8.2,2992,75.3,8,3.28,1.26,Following,Southwest Monsoon,482.77
Bulker,175334,26042,13.6,12.1,3879,93.8,1,1.39,0.74,Following,Inter-Monsoon,1110.33
Tanker,236095,42062,15.2,11.5,3634,85.1,4,1.72,0.8,Head,Northeast Monsoon,1075.26
Bulker,56447,8094,14.7,11.5,4456,66.0,3,0.63,0.7,Beam,Inter-Monsoon,203.65
Tanker,257697,45317,15.9,12.6,4480,65.5,3,0.51,0.1,Head,Inter-Monsoon,1204.67
Tanker,290589,52558,16.8,13.4,4220,51.3,1,1.35,0.59,Following,Inter-Monsoon,998.84
Tanker,102280,19038,16.9,12.3,4548,60.9,3,1.89,0.98,Head,Inter-Monsoon,360.14
Tanker,51847,9270,15.2,13.6,3162,78.4,6,5.72,1.66,Beam,Southwest Monsoon,325.7
Tanker,274800,50061,14.9,10.5,3528,72.3,6,2.21,0.7,Following,Northeast Monsoon,1039.96
Container,25856,10603,23.2,18.6,3277,55.7,8,5.82,1.83,Beam,Southwest Monsoon,172.93
Container,27599,9993,21.6,16.4,1102,95.8,6,1.86,1.34,Following,Northeast Monsoon,58.72
Tanker,157969,27919,15.1,11.1,3443,59.5,7,3.91,2.24,Beam,Southwest Monsoon,560.66
Bulker,172583,26296,13.0,12.1,3460,69.8,7,3.86,0.55,Following,Southwest Monsoon,1101.11
Tanker,255083,45417,16.3,10.6,2199,58.0,6,1.54,1.15,Following,Northeast Monsoon,343.67
